,IDCliente,Produto Alacarte,Churn,NPS,Média desconto fatura 3M
22519,22520,Prime,Não,Neutro,20.15
22520,22521,Prime,Não,Detrator,25.28
22521,22522,MAX,Não,Neutro,26.04
22522,22523,Disney,Não,Promotor,21.22
22523,22524,Prime,Não,Promotor,12.0
22524,22525,MAX,Não,Promotor,17.32
22525,22526,Disney,Não,Detrator,28.09
22526,22527,Globoplay,Não,Detrator,28.05
22527,22528,Netflix,Sim,Neutro,23.41
22528,22529,Disney,Sim,Promotor,15.8
22529,22530,Disney,Sim,Neutro,24.06
22530,22531,MAX,Sim,Detrator,26.55
22531,22532,Disney,Não,Promotor,24.5
22532,22533,Disney,Não,Promotor,25.26
22533,22534,Netflix,Não,Promotor,14.06
22534,22535,Netflix,Não,Neutro,12.67
22535,22536,Prime,Não,Detrator,10.85
22536,22537,Prime,Sim,Promotor,18.08
22537,22538,Netflix,Sim,Promotor,10.44
22538,22539,Prime,Não,Promotor,25.55
22539,22540,Globoplay,Não,Promotor,25.56
22540,22541,Globoplay,Não,Promotor,13.5
22541,22542,Netflix,Não,Promotor,10.07
22542,22543,Globoplay,Não,Detrator,21.17
22543,22544,Prime,Não,Promotor,13.62
22544,22545,Globoplay,Não,Neutro,16.37
22545,22546,Disney,Não,Detrator,27.43
22546,22547,MAX,Não,Detrator,11.56
22547,22548,Prime,Não,Promotor,20.6
22548,22549,MAX,Não,Promotor,19.41
22549,22550,Disney,Sim,Detrator,15.44
22550,22551,Disney,Não,Detrator,19.23
22551,22552,Netflix,Sim,Promotor,23.74
22552,22553,Netflix,Não,Promotor,26.06
22553,22554,Prime,Não,Promotor,19.19
22554,22555,Netflix,Não,Promotor,24.22
22555,22556,Globoplay,Não,Neutro,29.28
22556,22557,Prime,Não,Promotor,22.83
22557,22558,Prime,Não,Promotor,25.07
22558,22559,Disney,Sim,Promotor,27.47
22559,22560,Netflix,Não,Promotor,11.3
22560,22561,Disney,Sim,Detrator,16.07
22561,22562,Prime,Não,Detrator,26.61
22562,22563,Globoplay,Não,Promotor,19.63
22563,22564,Disney,Não,Promotor,12.75
22564,22565,Disney,Sim,Promotor,13.21
22565,22566,Globoplay,Não,Detrator,18.42
22566,22567,Netflix,Sim,Promotor,15.06
22567,22568,Disney,Sim,Detrator,15.25
22568,22569,Netflix,Não,Promotor,15.03
22569,22570,Prime,Não,Neutro,17.34
22570,22571,Globoplay,Não,Promotor,12.37
22571,22572,Globoplay,Sim,Neutro,27.79
22572,22573,MAX,Sim,Promotor,23.9
22573,22574,Disney,Sim,Promotor,25.81
22574,22575,Prime,Não,Detrator,10.96
22575,22576,Disney,Sim,Promotor,24.51
22576,22577,MAX,Sim,Promotor,27.28
22577,22578,Globoplay,Não,Neutro,29.92
22578,22579,MAX,Não,Detrator,17.07
22579,22580,Globoplay,Não,Promotor,29.82
22580,22581,Netflix,Não,Detrator,19.63
22581,22582,Netflix,Sim,Promotor,11.72
22582,22583,MAX,Não,Promotor,18.39
22583,22584,Disney,Não,Detrator,16.67
22584,22585,MAX,Não,Promotor,27.8
22585,22586,Netflix,Sim,Promotor,17.57
22586,22587,Netflix,Sim,Neutro,14.0
22587,22588,Disney,Não,Detrator,15.39
22588,22589,Netflix,Sim,Neutro,15.52
22589,22590,Netflix,Não,Promotor,13.65
22590,22591,Disney,Não,Detrator,29.38
22591,22592,Netflix,Não,Promotor,17.16
22592,22593,Disney,Não,Detrator,11.74
22593,22594,MAX,Não,Promotor,16.0
22594,22595,MAX,Não,Detrator,17.87
22595,22596,Globoplay,Sim,Promotor,29.6
22596,22597,Prime,Não,Promotor,17.27
22597,22598,Netflix,Não,Promotor,28.06
22598,22599,Netflix,Não,Neutro,29.09
22599,22600,Globoplay,Não,Promotor,24.66
22600,22601,Netflix,Não,Promotor,15.84
22601,22602,MAX,Não,Promotor,18.0
22602,22603,MAX,Sim,Neutro,11.19
22603,22604,MAX,Não,Promotor,24.26
22604,22605,Globoplay,Não,Detrator,10.36
22605,22606,Globoplay,Sim,Promotor,23.01
22606,22607,Globoplay,Não,Promotor,23.05
22607,22608,MAX,Não,Neutro,28.7
22608,22609,Netflix,Sim,Detrator,14.19
22609,22610,Disney,Não,Promotor,22.69
22610,22611,Disney,Não,Promotor,25.47
22611,22612,Disney,Sim,Neutro,14.33
22612,22613,MAX,Não,Neutro,20.78
22613,22614,Disney,Não,Promotor,13.64
22614,22615,Prime,Não,Promotor,28.64
22615,22616,Prime,Não,Detrator,27.86
22616,22617,MAX,Não,Neutro,24.2
22617,22618,Netflix,Não,Promotor,14.51
22618,22619,Disney,Não,Neutro,19.13
22619,22620,MAX,Sim,Neutro,15.84
22620,22621,MAX,Sim,Promotor,20.53
22621,22622,MAX,Não,Promotor,17.14
22622,22623,Globoplay,Não,Detrator,26.19
22623,22624,Prime,Não,Promotor,12.54
22624,22625,Disney,Sim,Promotor,19.55
22625,22626,Disney,Não,Promotor,19.58
22626,22627,Globoplay,Sim,Promotor,18.84
22627,22628,Netflix,Sim,Neutro,19.72
22628,22629,MAX,Sim,Promotor,11.7
22629,22630,Globoplay,Não,Promotor,10.44
22630,22631,Prime,Não,Promotor,10.3
22631,22632,Disney,Não,Promotor,11.06
22632,22633,Netflix,Não,Detrator,27.52
22633,22634,MAX,Não,Neutro,22.85
22634,22635,MAX,Sim,Detrator,11.7
22635,22636,Prime,Sim,Promotor,23.08
22636,22637,Prime,Não,Detrator,13.71
22637,22638,MAX,Não,Promotor,16.68
22638,22639,Netflix,Não,Promotor,29.74
22639,22640,Globoplay,Não,Detrator,18.22
22640,22641,Globoplay,Sim,Neutro,19.47
22641,22642,Disney,Sim,Neutro,21.74
22642,22643,Prime,Não,Neutro,10.6
22643,22644,MAX,Sim,Promotor,17.03
22644,22645,MAX,Não,Neutro,29.52
22645,22646,Prime,Não,Detrator,12.95
22646,22647,Globoplay,Sim,Detrator,23.27
22647,22648,Prime,Não,Detrator,24.72
22648,22649,Prime,Não,Detrator,12.0
22649,22650,Disney,Não,Promotor,17.32
22650,22651,Disney,Não,Neutro,22.65
22651,22652,Disney,Sim,Promotor,23.66
22652,22653,MAX,Não,Neutro,27.35
22653,22654,Prime,Não,Promotor,15.11
22654,22655,Prime,Sim,Detrator,26.17
22655,22656,Globoplay,Não,Detrator,19.18
22656,22657,Prime,Não,Promotor,11.83
22657,22658,Prime,Não,Neutro,15.06
22658,22659,Netflix,Não,Neutro,15.03
22659,22660,Prime,Não,Promotor,28.38
22660,22661,Globoplay,Sim,Promotor,22.72
22661,22662,Globoplay,Sim,Neutro,15.43
22662,22663,Disney,Não,Promotor,15.78
22663,22664,Prime,Não,Detrator,26.14
22664,22665,Prime,Não,Promotor,25.31
22665,22666,Prime,Não,Promotor,24.7
22666,22667,Disney,Sim,Promotor,13.87
22667,22668,Netflix,Não,Promotor,14.26
22668,22669,Netflix,Não,Promotor,15.83
22669,22670,Netflix,Não,Neutro,21.35
22670,22671,Disney,Não,Promotor,17.6
22671,22672,Disney,Não,Neutro,17.61
22672,22673,Disney,Não,Promotor,27.76
22673,22674,MAX,Não,Neutro,11.2
22674,22675,Netflix,Não,Promotor,17.63
22675,22676,Prime,Não,Neutro,16.29
22676,22677,Prime,Não,Promotor,27.26
22677,22678,MAX,Sim,Neutro,10.53
22678,22679,Prime,Não,Promotor,26.7
22679,22680,Globoplay,Sim,Promotor,12.76
22680,22681,Prime,Não,Detrator,29.93
22681,22682,Globoplay,Não,Promotor,12.01
22682,22683,Globoplay,Não,Neutro,11.29
22683,22684,Globoplay,Não,Promotor,11.35
22684,22685,Netflix,Não,Promotor,21.83
22685,22686,Globoplay,Não,Promotor,12.01
22686,22687,Globoplay,Sim,Promotor,21.36
22687,22688,Globoplay,Sim,Promotor,14.62
22688,22689,Disney,Não,Promotor,26.54
22689,22690,Netflix,Não,Neutro,16.84
22690,22691,Globoplay,Não,Neutro,14.72
22691,22692,MAX,Não,Promotor,14.05
22692,22693,Globoplay,Não,Promotor,11.13
22693,22694,Netflix,Não,Promotor,12.02
22694,22695,Netflix,Não,Detrator,15.71
22695,22696,Netflix,Sim,Detrator,11.04
22696,22697,Netflix,Não,Detrator,11.64
22697,22698,Globoplay,Não,Detrator,27.68
22698,22699,MAX,Sim,Neutro,27.25
22699,22700,Disney,Não,Promotor,20.38
22700,22701,Prime,Não,Neutro,24.53
22701,22702,Disney,Sim,Detrator,13.99
22702,22703,Netflix,Não,Neutro,27.46
22703,22704,Globoplay,Não,Detrator,29.12
22704,22705,MAX,Não,Promotor,21.06
22705,22706,Globoplay,Sim,Promotor,18.19
22706,22707,Netflix,Não,Promotor,23.11
22707,22708,Globoplay,Não,Promotor,28.05
22708,22709,Globoplay,Não,Detrator,23.15
22709,22710,Globoplay,Não,Promotor,19.66
22710,22711,Disney,Não,Detrator,19.0
22711,22712,MAX,Não,Neutro,29.17
22712,22713,Prime,Não,Detrator,24.37
22713,22714,Prime,Não,Detrator,24.53
22714,22715,Prime,Sim,Detrator,16.21
22715,22716,Prime,Sim,Promotor,20.12
22716,22717,Prime,Não,Promotor,24.1
22717,22718,Globoplay,Sim,Detrator,28.32
22718,22719,Disney,Não,Promotor,14.27
22719,22720,Prime,Não,Promotor,18.83
22720,22721,MAX,Não,Detrator,26.32
22721,22722,Netflix,Não,Detrator,27.87
22722,22723,Prime,Não,Promotor,22.1
22723,22724,MAX,Sim,Promotor,28.05
22724,22725,Disney,Não,Neutro,29.03
22725,22726,Globoplay,Sim,Promotor,17.47
22726,22727,Prime,Sim,Promotor,19.48
22727,22728,Disney,Não,Promotor,27.5
22728,22729,Disney,Não,Detrator,29.49
22729,22730,Globoplay,Não,Promotor,13.08
22730,22731,Disney,Sim,Promotor,13.09
22731,22732,Netflix,Sim,Neutro,15.71
22732,22733,Disney,Não,Neutro,11.78
22733,22734,MAX,Não,Neutro,14.86
22734,22735,Prime,Não,Promotor,17.66
22735,22736,Netflix,Sim,Detrator,17.86
22736,22737,Disney,Não,Detrator,27.35
22737,22738,Disney,Não,Promotor,21.81
22738,22739,MAX,Não,Promotor,18.99
22739,22740,MAX,Não,Detrator,18.2
22740,22741,Prime,Não,Promotor,25.73
22741,22742,Netflix,Não,Promotor,18.27
22742,22743,Netflix,Não,Detrator,17.3
22743,22744,Prime,Sim,Promotor,19.97
22744,22745,Netflix,Não,Detrator,27.66
22745,22746,Globoplay,Sim,Detrator,10.13
22746,22747,Globoplay,Não,Promotor,11.72
22747,22748,Disney,Não,Detrator,10.13
22748,22749,Netflix,Não,Neutro,18.06
22749,22750,Globoplay,Não,Promotor,14.8
22750,22751,Netflix,Não,Promotor,15.53
22751,22752,Prime,Sim,Detrator,24.83
22752,22753,Netflix,Sim,Promotor,20.98
22753,22754,Disney,Não,Promotor,29.14
22754,22755,Netflix,Não,Promotor,19.83
22755,22756,Disney,Não,Neutro,26.23
22756,22757,Netflix,Não,Promotor,28.72
22757,22758,Prime,Não,Promotor,25.15
22758,22759,MAX,Não,Detrator,27.71
22759,22760,MAX,Não,Promotor,13.03
22760,22761,Prime,Sim,Detrator,20.16
22761,22762,Globoplay,Sim,Detrator,21.76
22762,22763,Prime,Sim,Promotor,22.46
22763,22764,Disney,Não,Neutro,10.88
22764,22765,Netflix,Não,Promotor,11.91
22765,22766,Disney,Não,Neutro,25.85
22766,22767,Globoplay,Não,Detrator,29.42
22767,22768,MAX,Não,Neutro,28.01
22768,22769,Disney,Não,Detrator,14.54
22769,22770,MAX,Não,Promotor,26.67
22770,22771,Disney,Sim,Neutro,28.4
22771,22772,Netflix,Não,Detrator,21.39
22772,22773,MAX,Não,Detrator,15.31
22773,22774,Disney,Não,Promotor,11.22
22774,22775,Globoplay,Não,Promotor,16.65
22775,22776,Prime,Sim,Neutro,22.25
22776,22777,Disney,Sim,Neutro,17.54
22777,22778,MAX,Não,Detrator,25.63
22778,22779,Netflix,Não,Promotor,24.68
22779,22780,Disney,Não,Neutro,12.4
22780,22781,Disney,Não,Promotor,26.68
22781,22782,Prime,Não,Detrator,15.97
22782,22783,Prime,Sim,Detrator,27.0
22783,22784,Disney,Não,Promotor,23.66
22784,22785,Prime,Não,Detrator,18.26
22785,22786,Prime,Não,Promotor,21.47
22786,22787,Prime,Sim,Detrator,20.72
22787,22788,Prime,Não,Detrator,17.86
22788,22789,Netflix,Não,Detrator,10.42
22789,22790,Disney,Sim,Promotor,11.32
22790,22791,Globoplay,Não,Neutro,25.8
22791,22792,Netflix,Sim,Neutro,26.08
22792,22793,Globoplay,Não,Promotor,22.85
22793,22794,Disney,Não,Detrator,22.39
22794,22795,Prime,Sim,Promotor,29.13
22795,22796,Prime,Não,Neutro,14.52
22796,22797,Prime,Não,Detrator,13.86
22797,22798,MAX,Não,Neutro,28.74
22798,22799,Netflix,Sim,Promotor,12.99
22799,22800,Disney,Não,Promotor,13.06
22800,22801,Disney,Não,Promotor,13.12
22801,22802,Netflix,Não,Detrator,18.41
22802,22803,Disney,Não,Detrator,11.91
22803,22804,Globoplay,Não,Neutro,23.89
22804,22805,Prime,Não,Promotor,22.22
22805,22806,MAX,Sim,Promotor,21.89
22806,22807,Netflix,Não,Detrator,20.33
22807,22808,MAX,Não,Detrator,24.79
22808,22809,Prime,Não,Promotor,12.96
22809,22810,Netflix,Não,Neutro,17.34
22810,22811,Globoplay,Não,Detrator,27.41
22811,22812,Globoplay,Não,Detrator,26.15
22812,22813,Netflix,Sim,Neutro,29.97
22813,22814,Prime,Não,Promotor,27.06
22814,22815,MAX,Sim,Promotor,22.41
22815,22816,Globoplay,Não,Promotor,24.78
22816,22817,Netflix,Sim,Promotor,14.91
22817,22818,Netflix,Sim,Promotor,24.61
22818,22819,Prime,Não,Promotor,27.92
22819,22820,Globoplay,Não,Detrator,14.82
22820,22821,Netflix,Não,Promotor,11.12
22821,22822,Disney,Sim,Promotor,17.18
22822,22823,Globoplay,Não,Neutro,13.92
22823,22824,Globoplay,Não,Detrator,23.49
22824,22825,MAX,Não,Neutro,14.61
22825,22826,Globoplay,Não,Detrator,11.4
22826,22827,Netflix,Não,Promotor,23.98
22827,22828,MAX,Sim,Detrator,13.45
22828,22829,MAX,Não,Promotor,14.04
22829,22830,Disney,Sim,Detrator,13.44
22830,22831,MAX,Sim,Detrator,10.35
22831,22832,Disney,Não,Promotor,20.78
22832,22833,Disney,Não,Promotor,24.23
22833,22834,MAX,Não,Neutro,13.45
22834,22835,Globoplay,Não,Neutro,28.44
22835,22836,Disney,Não,Detrator,24.39
22836,22837,Netflix,Sim,Detrator,22.67
22837,22838,Disney,Não,Neutro,16.17
22838,22839,Disney,Não,Neutro,12.34
22839,22840,MAX,Sim,Neutro,29.11
22840,22841,Netflix,Não,Detrator,16.74
22841,22842,Disney,Não,Neutro,16.2
22842,22843,Prime,Sim,Detrator,14.99
22843,22844,Netflix,Não,Promotor,29.35
22844,22845,Prime,Não,Neutro,25.96
22845,22846,MAX,Não,Neutro,10.84
22846,22847,Disney,Sim,Detrator,28.57
22847,22848,MAX,Não,Promotor,23.01
22848,22849,Netflix,Não,Detrator,28.32
22849,22850,Prime,Não,Detrator,19.38
22850,22851,Prime,Não,Promotor,22.56
22851,22852,Globoplay,Sim,Promotor,28.1
22852,22853,Prime,Não,Promotor,26.01
22853,22854,Netflix,Sim,Promotor,27.99
22854,22855,Netflix,Não,Promotor,14.45
22855,22856,Globoplay,Sim,Neutro,17.35
22856,22857,Prime,Sim,Promotor,24.93
22857,22858,Netflix,Sim,Promotor,24.86
22858,22859,Prime,Não,Promotor,22.76
22859,22860,MAX,Não,Promotor,15.8
22860,22861,Netflix,Não,Promotor,23.13
22861,22862,Prime,Sim,Detrator,29.74
22862,22863,Prime,Não,Promotor,14.18
22863,22864,Prime,Não,Promotor,19.43
22864,22865,Globoplay,Sim,Detrator,29.11
22865,22866,Disney,Sim,Detrator,14.68
22866,22867,Disney,Sim,Neutro,18.61
22867,22868,MAX,Sim,Neutro,19.84
22868,22869,Globoplay,Não,Neutro,11.74
22869,22870,Prime,Não,Promotor,13.92
22870,22871,Disney,Não,Promotor,20.64
22871,22872,Prime,Não,Neutro,16.35
22872,22873,MAX,Sim,Promotor,21.9
22873,22874,Globoplay,Não,Neutro,26.19
22874,22875,Globoplay,Não,Neutro,17.93
22875,22876,Netflix,Não,Promotor,29.97
22876,22877,Netflix,Não,Promotor,20.99
22877,22878,Prime,Não,Neutro,24.06
22878,22879,Globoplay,Não,Promotor,11.5
22879,22880,Prime,Não,Promotor,12.2
22880,22881,Prime,Não,Neutro,19.01
22881,22882,Disney,Sim,Promotor,23.98
22882,22883,Globoplay,Sim,Promotor,26.86
22883,22884,Netflix,Não,Promotor,18.6
22884,22885,Disney,Sim,Neutro,29.79
22885,22886,Disney,Não,Promotor,27.63
22886,22887,Prime,Sim,Detrator,25.02
22887,22888,Disney,Não,Promotor,18.87
22888,22889,Prime,Não,Promotor,22.71
22889,22890,Globoplay,Não,Promotor,13.23
22890,22891,Disney,Não,Neutro,15.61
22891,22892,Prime,Não,Promotor,22.1
22892,22893,Netflix,Não,Detrator,20.3
22893,22894,Disney,Não,Neutro,24.3
22894,22895,Disney,Sim,Promotor,11.25
22895,22896,Netflix,Sim,Neutro,12.33
22896,22897,Disney,Não,Detrator,11.47
22897,22898,Disney,Não,Detrator,18.56
22898,22899,Globoplay,Não,Promotor,28.81
22899,22900,Prime,Não,Neutro,19.09
22900,22901,Disney,Sim,Neutro,23.47
22901,22902,Globoplay,Sim,Neutro,23.67
22902,22903,Prime,Sim,Promotor,28.5
22903,22904,MAX,Não,Detrator,27.52
22904,22905,MAX,Sim,Neutro,21.52
22905,22906,Globoplay,Não,Detrator,21.88
22906,22907,Prime,Não,Neutro,20.87
22907,22908,MAX,Não,Neutro,13.24
22908,22909,Netflix,Sim,Promotor,10.33
22909,22910,Netflix,Não,Promotor,15.56
22910,22911,Disney,Não,Detrator,16.85
22911,22912,Globoplay,Não,Promotor,19.37
22912,22913,Disney,Não,Promotor,26.58
22913,22914,Netflix,Não,Promotor,12.27
22914,22915,Netflix,Não,Detrator,14.0
22915,22916,Disney,Sim,Promotor,19.03
22916,22917,Netflix,Sim,Promotor,28.4
22917,22918,Disney,Não,Promotor,24.78
22918,22919,Globoplay,Não,Detrator,28.09
22919,22920,Disney,Não,Detrator,17.09
22920,22921,Netflix,Não,Promotor,28.68
22921,22922,MAX,Não,Detrator,13.01
22922,22923,Disney,Não,Neutro,20.7
22923,22924,Prime,Sim,Promotor,11.87
22924,22925,Netflix,Não,Detrator,28.11
22925,22926,Netflix,Não,Neutro,18.25
22926,22927,Globoplay,Sim,Neutro,15.58
22927,22928,Netflix,Sim,Neutro,18.55
22928,22929,Netflix,Sim,Detrator,11.77
22929,22930,Prime,Não,Promotor,16.11
22930,22931,MAX,Sim,Neutro,15.3
22931,22932,MAX,Sim,Neutro,19.84
22932,22933,Disney,Não,Promotor,20.85
22933,22934,MAX,Não,Neutro,22.22
22934,22935,Netflix,Não,Promotor,14.89
22935,22936,Netflix,Não,Neutro,18.68
22936,22937,Disney,Não,Neutro,13.65
22937,22938,Prime,Não,Neutro,24.43
22938,22939,Netflix,Não,Detrator,28.04
22939,22940,MAX,Não,Promotor,12.19
22940,22941,Globoplay,Não,Promotor,16.83
22941,22942,Netflix,Sim,Neutro,17.22
22942,22943,Prime,Não,Neutro,18.11
22943,22944,Netflix,Sim,Neutro,16.32
22944,22945,Netflix,Não,Detrator,10.82
22945,22946,Prime,Sim,Promotor,29.58
22946,22947,MAX,Não,Promotor,23.37
22947,22948,Globoplay,Não,Promotor,18.12
22948,22949,Netflix,Não,Promotor,28.92
22949,22950,Disney,Sim,Neutro,27.33
22950,22951,Globoplay,Sim,Neutro,18.46
22951,22952,Globoplay,Não,Promotor,11.68
22952,22953,MAX,Não,Neutro,14.91
22953,22954,Disney,Não,Detrator,20.91
22954,22955,Disney,Não,Promotor,22.53
22955,22956,Disney,Não,Detrator,29.79
22956,22957,Prime,Não,Promotor,29.93
22957,22958,MAX,Não,Detrator,15.03
22958,22959,Netflix,Não,Promotor,25.65
22959,22960,Prime,Não,Detrator,10.62
22960,22961,Netflix,Não,Detrator,14.55
22961,22962,Globoplay,Não,Neutro,16.74
22962,22963,MAX,Não,Detrator,13.98
22963,22964,Disney,Sim,Promotor,26.76
22964,22965,Netflix,Não,Detrator,25.97
22965,22966,Prime,Não,Promotor,17.63
22966,22967,Netflix,Não,Neutro,14.44
22967,22968,Globoplay,Não,Neutro,11.77
22968,22969,MAX,Não,Promotor,18.2
22969,22970,Disney,Não,Detrator,29.3
22970,22971,Netflix,Não,Promotor,29.79
22971,22972,Netflix,Não,Promotor,13.94
22972,22973,Prime,Sim,Neutro,22.75
22973,22974,Globoplay,Não,Promotor,11.48
22974,22975,Netflix,Sim,Promotor,17.2
22975,22976,Netflix,Não,Detrator,11.03
22976,22977,Prime,Sim,Promotor,20.86
22977,22978,MAX,Sim,Neutro,12.93
22978,22979,Prime,Não,Promotor,13.85
22979,22980,Prime,Não,Detrator,27.5
22980,22981,Globoplay,Não,Promotor,23.98
22981,22982,Globoplay,Não,Promotor,24.74
22982,22983,Netflix,Não,Promotor,11.49
22983,22984,MAX,Sim,Promotor,10.31
22984,22985,Disney,Não,Promotor,19.71
22985,22986,Prime,Sim,Promotor,23.26
22986,22987,Prime,Não,Promotor,15.66
22987,22988,MAX,Não,Neutro,17.14
22988,22989,Netflix,Não,Promotor,22.25
22989,22990,Globoplay,Sim,Promotor,16.29
22990,22991,Prime,Não,Detrator,21.71
22991,22992,Disney,Não,Neutro,29.24
22992,22993,Globoplay,Sim,Promotor,22.05
22993,22994,Prime,Sim,Neutro,20.9
22994,22995,Prime,Não,Promotor,11.17
22995,22996,MAX,Não,Promotor,29.46
22996,22997,Disney,Não,Detrator,27.05
22997,22998,Disney,Sim,Promotor,20.27
22998,22999,Globoplay,Não,Promotor,18.59
22999,23000,Globoplay,Não,Neutro,10.42
23000,23001,Globoplay,Não,Neutro,26.42
23001,23002,Prime,Sim,Promotor,13.97
23002,23003,Globoplay,Não,Promotor,25.13
23003,23004,MAX,Não,Neutro,21.27
23004,23005,Netflix,Não,Promotor,16.01
23005,23006,Disney,Não,Promotor,22.41
23006,23007,Disney,Sim,Neutro,14.37
23007,23008,Globoplay,Não,Promotor,29.79
23008,23009,Prime,Não,Promotor,11.13
23009,23010,MAX,Sim,Promotor,17.66
23010,23011,Netflix,Não,Promotor,29.75
23011,23012,Netflix,Não,Promotor,18.75
23012,23013,Globoplay,Sim,Detrator,11.06
23013,23014,Globoplay,Sim,Detrator,14.36
23014,23015,Globoplay,Não,Detrator,27.75
23015,23016,MAX,Não,Neutro,10.47
23016,23017,Disney,Não,Promotor,25.7
23017,23018,Netflix,Sim,Promotor,27.58
23018,23019,Netflix,Sim,Detrator,25.83
23019,23020,Prime,Não,Promotor,27.59
23020,23021,Disney,Sim,Neutro,26.35
23021,23022,Netflix,Não,Detrator,22.58
23022,23023,Disney,Sim,Detrator,17.64
23023,23024,Globoplay,Sim,Promotor,15.6
23024,23025,Disney,Não,Promotor,11.26
23025,23026,Prime,Sim,Promotor,19.1
23026,23027,Disney,Não,Promotor,26.77
23027,23028,Disney,Não,Detrator,27.65
23028,23029,Prime,Sim,Neutro,13.04
23029,23030,Prime,Não,Detrator,21.2
23030,23031,Disney,Não,Promotor,15.93
23031,23032,Globoplay,Não,Promotor,12.69
23032,23033,Globoplay,Não,Detrator,15.24
23033,23034,Netflix,Não,Promotor,14.98
23034,23035,Netflix,Não,Detrator,22.37
23035,23036,Prime,Sim,Neutro,11.84
23036,23037,MAX,Não,Promotor,19.52
23037,23038,Netflix,Não,Promotor,12.75
23038,23039,MAX,Não,Neutro,22.82
23039,23040,Netflix,Não,Promotor,25.18
23040,23041,Globoplay,Não,Detrator,24.4
23041,23042,Netflix,Não,Detrator,13.31
23042,23043,MAX,Não,Neutro,26.6
23043,23044,Globoplay,Não,Neutro,11.33
23044,23045,Disney,Não,Detrator,20.24
23045,23046,MAX,Não,Promotor,29.95
23046,23047,Prime,Não,Promotor,24.03
23047,23048,Netflix,Não,Promotor,14.78
23048,23049,Prime,Não,Promotor,17.32
23049,23050,Globoplay,Não,Promotor,16.41
23050,23051,Netflix,Sim,Promotor,28.58
23051,23052,MAX,Sim,Detrator,12.57
23052,23053,Netflix,Não,Promotor,11.7
23053,23054,Prime,Não,Promotor,23.83
23054,23055,MAX,Sim,Detrator,26.08
23055,23056,MAX,Não,Promotor,28.21
23056,23057,MAX,Não,Detrator,22.6
23057,23058,Prime,Sim,Promotor,16.92
23058,23059,Netflix,Não,Promotor,13.42
23059,23060,MAX,Não,Neutro,20.64
23060,23061,Globoplay,Não,Neutro,16.54
